iter	MultiClass
456	0.07348608601
457	0.07338937578
458	0.07319238984
459	0.07300776304
460	0.07286363727
461	0.0726622457
462	0.07248318574
463	0.07239974305
464	0.07226401374
465	0.07209924817
466	0.07204658017
467	0.07186784708
468	0.07169589287
469	0.07154968604
470	0.07148119716
471	0.07135571382
472	0.07119445936
473	0.07109783863
474	0.07096472935
475	0.07073078695
476	0.07062791338
477	0.07043545618
478	0.07029852522
479	0.07015826935
480	0.06998021187
481	0.06989861315
482	0.06983396959
483	0.06965074081
484	0.06955877771
485	0.06941182001
486	0.06923201052
487	0.06904143746
488	0.06897167011
489	0.06877387377
490	0.06867277537
491	0.06849857299
492	0.06831955398
493	0.06824488009
494	0.06807203984
495	0.06790329865
496	0.0678688096
497	0.06774112696
498	0.06758996003
499	0.06742808464
500	0.06727538654
501	0.06708014159
502	0.06687848406
503	0.06676879596
504	0.06651973887
505	0.06636663493
506	0.06631368082
507	0.06622703808
508	0.06610053737
509	0.06596341086
510	0.0657496193
511	0.06555916969
512	0.06537787541
513	0.06524705474
514	0.06501786933
515	0.0648893321
516	0.06476169844
517	0.06466899965
518	0.06456479003
519	0.06448871558
520	0.06443007272
521	0.06435129139
522	0.06394864167
523	0.06379278789
524	0.06360902827
525	0.06347079723
526	0.06338878206
527	0.06327352032
528	0.06320344492
529	0.06303730971
530	0.06284961165
531	0.06264992461
532	0.06251075446
533	0.06241734435
534	0.06236345174
535	0.06230376811
536	0.06225458786
537	0.06207650723
538	0.06187974156
539	0.06172549655
540	0.06152801202
541	0.06134973986
542	0.06122060855
543	0.06113146956
544	0.06095120093
545	0.06085251148
546	0.06068474294
547	0.06050857889
548	0.06024263829
549	0.06009335603
550	0.06002581448
551	0.0599064544
552	0.05966952097
553	0.0595783981
554	0.05946294896
555	0.05931236751
556	0.05909992904
557	0.05900406263
558	0.05886151023
559	0.05872908751
560	0.05853140176
561	0.05842514534
562	0.05829793078
563	0.0582285185
564	0.05813684828
565	0.05807043048
566	0.05793892205
567	0.05787134463
568	0.05769832989
569	0.05755370677
570	0.05733322216
571	0.0573031027
572	0.05725181011
573	0.05714049512
574	0.0570848206
575	0.05697935354
576	0.05684938011
577	0.0567481085
578	0.056706042
579	0.05652640626
580	0.05647288822
581	0.05631129713
582	0.05619891932
583	0.05609944432
584	0.05604145373
585	0.05594402733
586	0.05587723914
587	0.05582491129
588	0.05566954979
589	0.05561092449
590	0.05552069731
591	0.05532019634
592	0.05518128228
593	0.05502552729
594	0.0549430093
595	0.05486941287
596	0.05476384419
597	0.054706331
598	0.05458968102
599	0.054474706
600	0.05437150503
601	0.05422124074
602	0.054171126
603	0.05406960538
604	0.05397978358
605	0.05389666616
606	0.05382071193
607	0.05370760607
608	0.05356225263
609	0.05349929389
610	0.05341087285
611	0.05335719905
612	0.0531868372
613	0.05308105427
614	0.05299729647
615	0.05295742771
616	0.05289399666
617	0.0528289504
618	0.05267712807
619	0.05260574978
620	0.05257227111
621	0.05239169675
622	0.05233932866
623	0.05222020941
624	0.05213234588
625	0.05203700129
626	0.05195190734
627	0.05185505186
628	0.05168284037
629	0.05161505283
630	0.05148619463
631	0.05139117605
632	0.05129981955
633	0.05114456056
634	0.05098002225
635	0.05086959105
636	0.05073961208
637	0.05068847395
638	0.0506285777
639	0.05050677827
640	0.05040161537
641	0.05028405015
642	0.0502008748
643	0.05004922455
644	0.04990515437
645	0.04979591547
646	0.04970889817
647	0.04963609981
648	0.04958673068
649	0.04948289766
650	0.04939599484
651	0.04921626213
652	0.04914967457
653	0.04893184845
654	0.04882013534
655	0.04877857986
656	0.04868593755
657	0.04864412466
658	0.04859088396
659	0.04848280185
660	0.04843226298
661	0.04829636059
662	0.04815198021
663	0.04799776236
664	0.04793221656
665	0.04786956359
666	0.04775140721
667	0.04768597927
668	0.0475288727
669	0.04745926075
670	0.04740056864
671	0.0473468539
672	0.04723131993
673	0.04721317294
674	0.04716693372
675	0.0470180077
676	0.04685685834
677	0.04676984856
678	0.04671662528
679	0.04663297185
680	0.0465967196
681	0.04648161361
682	0.04639641678
683	0.04631775741
684	0.04616522941
685	0.04603599624
686	0.04594694768
687	0.04583345766
688	0.04577718482
689	0.04571125731
690	0.04561035583
691	0.04549383151
692	0.04541783577
693	0.04530235976
694	0.04524305331
695	0.04512788194
696	0.04508160061
697	0.04502585263
698	0.04497026697
699	0.04492146834
700	0.04482109823
701	0.04475023899
702	0.04468902147
703	0.04459753178
704	0.04453559517
705	0.04448425778
706	0.04444565403
707	0.04438872569
708	0.04434551977
709	0.04426956182
710	0.04417522577
711	0.04410381073
712	0.04398830006
713	0.0439180408
714	0.04383575669
715	0.04371086784
716	0.04367370818
717	0.04361986229
718	0.04356036622
719	0.04349262925
720	0.04348143113
721	0.0434128102
722	0.04334368331
723	0.04327297518
724	0.04322816273
725	0.0431536652
726	0.04310845154
727	0.04301086318
728	0.04296551854
729	0.04290281162
730	0.04286747735
731	0.04278222973
732	0.04275026729
733	0.04267548169
734	0.0425501875
735	0.04252046374
736	0.0424845652
737	0.04240560674
738	0.04235467761
739	0.04233331431
740	0.04228530866
741	0.04219183949
742	0.04215687271
743	0.04207771133
744	0.0420073826
745	0.04193947059
746	0.0418818327
747	0.04175604371
748	0.04166087946
749	0.04162380796
750	0.0415421319
751	0.04144319772
752	0.04139738394
753	0.04133427059
754	0.04130283211
755	0.04124003504
756	0.04114196795
757	0.04107918126
758	0.04099343861
759	0.0408815906
760	0.04082881423
761	0.04078730885
762	0.04071201963
763	0.04062005792
764	0.0405892918
765	0.04055769097
766	0.0404753731
767	0.04040445493
768	0.04037800183
769	0.0403373357
770	0.04027333272
771	0.04020858728
772	0.04013063191
773	0.04009956887
774	0.04007174477
775	0.04001708878
776	0.0399685791
777	0.03990363168
778	0.03981874196
779	0.03975257995
780	0.03968473578
781	0.03959375612
782	0.03953839855
783	0.03946577802
784	0.03941406935
785	0.0393133188
786	0.03928475605
787	0.03917180437
788	0.03915352683
789	0.03909650306
790	0.03907030619
791	0.03904450257
792	0.03898515674
793	0.03891777276
794	0.03883778232
795	0.03879519808
796	0.03873350204
797	0.03864179568
798	0.03860022227
799	0.03854326359
800	0.03850633076
801	0.03841867672
802	0.03837920005
803	0.03832699512
804	0.0382307929
805	0.03819522797
806	0.03816904958
807	0.03814657071
808	0.03806166032
809	0.03799190897
810	0.03786815428
811	0.03782379274
812	0.03779417057
813	0.03776514498
814	0.03771799086
815	0.03767790377
816	0.03765365032
817	0.0375735181
818	0.03744606009
819	0.03741317267
820	0.03739530482
821	0.03735691373
822	0.0372688175
823	0.03723728687
824	0.03720593737
825	0.03716047006
826	0.03708645017
827	0.03701002801
828	0.03696438486
829	0.03691280507
830	0.03686285155
831	0.03679835375
832	0.03676890188
833	0.03673944328
834	0.03669896238
835	0.03664587399
836	0.03657305807
837	0.0365280781
838	0.03651104987
839	0.03648285247
840	0.03643823485
841	0.03642199578
842	0.03639090691
843	0.03637857499
844	0.03634390421
845	0.03630227939
846	0.03628622533
847	0.03623942653
848	0.03619323114
849	0.03615854049
850	0.03612411155
851	0.03608489873
852	0.03605228733
853	0.03600767355
854	0.03597036
855	0.03586751235
856	0.03584080147
857	0.03580418126
858	0.03575496949
859	0.03568481714
860	0.03560099163
861	0.03556735933
862	0.03547520096
863	0.03542273643
864	0.0353925011
865	0.03532326713
866	0.03527147351
867	0.03518147199
868	0.03515889227
869	0.03512389604
870	0.03508213432
871	0.03503180863
872	0.03497887685
873	0.03496032945
874	0.03490636286
875	0.03483884265
876	0.03476693647
877	0.03468716015
878	0.03462825244
879	0.03458595474
880	0.03453169758
881	0.03452470289
882	0.03449161072
883	0.0344562356
884	0.03441889714
885	0.0344025639
886	0.0343839451
887	0.03435679402
888	0.03430209925
889	0.03425673542
890	0.03415448953
891	0.03412292
892	0.03409145137
893	0.03403059895
894	0.03393683875
895	0.033898056
896	0.03384701185
897	0.03382701722
898	0.03377719381
899	0.03371722233
900	0.03363752058
901	0.03354191516
902	0.03349914464
903	0.03348185166
904	0.03345310342
905	0.03338261699
906	0.03332178
907	0.03329968582
908	0.03327654656
909	0.03321628988
910	0.03318495051
911	0.03311992031
912	0.03304546254
913	0.03297649672
914	0.032887328
915	0.03286332987
916	0.03282928048
917	0.03277606385
918	0.03274203894
919	0.03269613092
920	0.03266223818
921	0.03263565761
922	0.03257285918
923	0.03251267723
924	0.0324726982
925	0.03242961374
926	0.03238780613
927	0.03234647686
928	0.032296513
929	0.03224262485
930	0.03221757425
931	0.03219400108
932	0.03215020473
933	0.03210448797
934	0.03206523184
935	0.03205283796
936	0.03201935326
937	0.03196599666
938	0.03194445254
939	0.03189077469
940	0.03184553036
941	0.03180208903
942	0.03175907401
943	0.03170871327
944	0.03164620083
945	0.03157022975
946	0.03152003681
947	0.03148413469
948	0.03143068386
949	0.03137688148
950	0.03133711569
951	0.03130544027
952	0.03124339245
953	0.03119970091
954	0.03117470542
955	0.0311307537
956	0.03108370289
957	0.03104682006
958	0.03101298382
959	0.03093147037
960	0.0308918757
961	0.03085609078
962	0.03081354422
963	0.03079445354
964	0.03075186342
965	0.03070808055
966	0.03063854287
967	0.03063056964
968	0.030603399
969	0.03053937888
970	0.03051031369
971	0.03048371641
972	0.03043996036
973	0.03042379644
974	0.03037658109
975	0.03034222601
976	0.03030991212
977	0.03026983182
978	0.03023234382
979	0.03018720334
980	0.03012959817
981	0.03006987387
982	0.03003824424
983	0.03001938761
984	0.030001898
985	0.02996287514
986	0.0299191817
987	0.02989225661
988	0.0298555955
989	0.02981661795
990	0.02978759957
991	0.02976035549
992	0.02970800392
993	0.02966217248
994	0.02964463612
995	0.02958963738
996	0.02954615442
997	0.02952397341
998	0.02950398942
999	0.02947825892
1000	0.02941911094
1001	0.0293895347
1002	0.02935286079
1003	0.02933919462
1004	0.02932789321
1005	0.02929641539
1006	0.02920231298
1007	0.02917439159
1008	0.02909910533
1009	0.02908986197
1010	0.02907337566
1011	0.02901083137
1012	0.0289659951
1013	0.02892969261
1014	0.02890135433
1015	0.02884079826
1016	0.02882119582
1017	0.02880783447
1018	0.02879696499
1019	0.02873666982
1020	0.02870879239
1021	0.02868764076
1022	0.02864879699
1023	0.02859641551
1024	0.02854595381
1025	0.02853028905
1026	0.02852155548
1027	0.02849909681
1028	0.02846539812
1029	0.02844555673
1030	0.02840415353
1031	0.02835148417
1032	0.02831299624
1033	0.02828145703
1034	0.02825487502
1035	0.02821578508
1036	0.02818094517
1037	0.02816997117
1038	0.02811673281
1039	0.02806946032
1040	0.02803956228
1041	0.02798229309
1042	0.0279625057
1043	0.02790087121
1044	0.02788806434
1045	0.02787397925
1046	0.0278624278
1047	0.027841605
1048	0.02782535365
1049	0.02778321029
1050	0.02774415832
1051	0.02771054474
1052	0.02767047059
1053	0.02761435227
1054	0.02758766923
1055	0.02754443897
1056	0.0275269634
1057	0.02751194539
1058	0.02749086935
1059	0.02743782539
1060	0.0274101729
1061	0.02740270999
1062	0.02738278965
1063	0.02731763925
1064	0.02729545596
1065	0.02725891542
1066	0.0272403002
1067	0.02722920984
1068	0.02719750246
1069	0.02716851447
1070	0.02712049181
1071	0.02709593059
1072	0.02706250245
1073	0.02702792465
1074	0.02700657659
1075	0.02699051067
1076	0.02696686136
1077	0.02693234101
1078	0.02689594377
1079	0.02685340277
1080	0.02681595719
1081	0.02677860751
1082	0.02676648872
1083	0.02674344756
1084	0.02670923718
1085	0.02668484911
1086	0.02663719848
1087	0.02661188237
1088	0.02660449022
1089	0.02653216433
1090	0.02650263705
1091	0.02648094837
1092	0.02644449489
1093	0.02641029759
1094	0.02635654309
1095	0.02634276748
1096	0.02631671662
1097	0.02630790119
1098	0.02628287217
1099	0.02627562235
1100	0.02623965128
1101	0.02621602638
1102	0.02617790726
1103	0.02613341766
1104	0.02610305815
1105	0.02607514004
1106	0.02604115382
1107	0.02601661321
1108	0.02599167758
1109	0.02595419146
1110	0.02591264164
1111	0.02587323665
1112	0.02584609282
1113	0.02582743498
1114	0.02579394212
1115	0.02576912669
1116	0.02573930465
1117	0.02572984335
1118	0.02569467635
1119	0.02566434575
1120	0.02565413347
1121	0.02562076806
1122	0.02560243854
1123	0.02555314193
1124	0.02552601407
1125	0.02549278486
1126	0.02548408555
1127	0.02546439654
1128	0.02544482957
1129	0.02542439399
1130	0.02539538657
1131	0.02533737824
1132	0.02532061155
1133	0.02531129383
1134	0.02524058971
1135	0.02522059747
1136	0.02520452761
1137	0.02518925245
1138	0.02514694848
1139	0.025135021
1140	0.02508663369
1141	0.02506086723
1142	0.02503805458
1143	0.0250234528
1144	0.02499740432
1145	0.02498221965
1146	0.024964692
1147	0.02495271324
1148	0.02494125756
1149	0.02492425441
1150	0.02489877251
1151	0.02485926145
1152	0.02484141142
1153	0.02479646741
1154	0.02476540402
1155	0.02473813317
1156	0.02471636506
1157	0.02469123867
1158	0.024667457
1159	0.02463805491
1160	0.02460391781
1161	0.02455828174
1162	0.02452201844
1163	0.02451525816
1164	0.02449796364
1165	0.02446464272
1166	0.02445231585
1167	0.02440943353
1168	0.02438671828
1169	0.02436650479
1170	0.02434022407
1171	0.02432445264
1172	0.0242882611
1173	0.02423634942
1174	0.02420859028
1175	0.02419259366
1176	0.02416036491
1177	0.02414706071
1178	0.02412806724
1179	0.02411243818
1180	0.02408514131
1181	0.02405949487
1182	0.02402886646
1183	0.02398818192
1184	0.02396253211
1185	0.02394505239
1186	0.02392873189
1187	0.02388394463
1188	0.02386163225
1189	0.02382665122
1190	0.02380258264
1191	0.02376237916
1192	0.02373085199
1193	0.02369379664
1194	0.02366920707
1195	0.02365298441
1196	0.02364507301
1197	0.02363261975
1198	0.02361808578
1199	0.02360379752
1200	0.02359501086
1201	0.02357079064
1202	0.02353182594
1203	0.02350443723
1204	0.02347734563
1205	0.0234582953
1206	0.02343232096
1207	0.02342232278
1208	0.02340891261
1209	0.02338764362
1210	0.02335637874
1211	0.02332704602
1212	0.02329723696
1213	0.0232685918
1214	0.02325069855
1215	0.02322147564
1216	0.02319630727
1217	0.02317378221
1218	0.02313442614
1219	0.02312290505
1220	0.0231001263
1221	0.02308606951
1222	0.02305721904
1223	0.02302547523
1224	0.02299794638
1225	0.02296829941
1226	0.02295471588
1227	0.02293167843
1228	0.02291848814
1229	0.02290021697
1230	0.02287420913
1231	0.02282839628
1232	0.02281259083
1233	0.02278363468
1234	0.02275647418
1235	0.02275319384
1236	0.02271641728
1237	0.02269919503
1238	0.022680187
1239	0.0226517283
1240	0.02260890951
1241	0.02257443449
1242	0.02255813924
1243	0.0225493585
1244	0.02253040258
1245	0.02251250116
1246	0.02248868353
1247	0.02246052756
1248	0.02245441009
1249	0.02243503624
1250	0.02241619535
1251	0.02238848889
1252	0.02235465138
1253	0.02232664749
1254	0.02230217285
1255	0.0222855083
1256	0.02226014137
1257	0.02222886349
1258	0.02221758711
1259	0.02219090995
1260	0.02217652221
1261	0.02214062166
1262	0.02213296333
1263	0.02211362985
1264	0.02210709668
1265	0.02207556571
1266	0.02204262458
1267	0.02201865814
1268	0.02199370642
1269	0.0219804606
1270	0.02194646906
1271	0.02192079951
1272	0.02190801477
1273	0.02188155488
1274	0.02186092351
1275	0.02185638745
1276	0.0218286523
1277	0.02179989704
1278	0.02178304027
1279	0.02177639673
1280	0.02177117438
1281	0.02176119676
1282	0.02172797643
1283	0.02170604909
1284	0.02166349638
1285	0.02162590681
1286	0.02160728424
1287	0.02160096996
1288	0.02157330292
1289	0.02156752249
1290	0.02154597888
1291	0.02152502305
1292	0.02149945487
1293	0.02146902232
1294	0.02144326643
1295	0.02142669799
1296	0.02140959619
1297	0.02139014671
1298	0.02137034141
1299	0.02134122923
1300	0.02131390169
1301	0.02129403421
1302	0.02127540992
1303	0.02126155431
1304	0.02125735696
1305	0.02124007179
1306	0.02122643306
1307	0.02120641063
1308	0.0211937862
1309	0.02116203735
1310	0.02113773818
1311	0.02110724721
1312	0.02109014121
1313	0.02106010915
1314	0.02105455174
1315	0.0210211497
1316	0.02098690265
1317	0.02096804801
1318	0.02095589371
1319	0.02093535003
1320	0.02091654645
1321	0.02089710721
1322	0.02087102739
1323	0.02086730188
1324	0.02086311607
1325	0.020851282
1326	0.02081800524
1327	0.02079166511
1328	0.02077947537
1329	0.02074937456
1330	0.02073621096
1331	0.02070198177
1332	0.02068715742
1333	0.02066997476
1334	0.02063887721
1335	0.02062095702
1336	0.02059898137
1337	0.02058425299
1338	0.02055951752
1339	0.02053975632
1340	0.02052761255
1341	0.020511315
1342	0.02048336831
1343	0.02046624193
1344	0.02042110438
1345	0.02040161399
1346	0.02037328838
1347	0.02034476045
1348	0.02033117842
1349	0.02032354036
1350	0.02030286024
1351	0.02027554844
1352	0.02026254469
1353	0.02025222727
1354	0.0202454533
1355	0.02023201681
1356	0.02021391551
1357	0.02019405375
1358	0.02016866589
1359	0.02015433207
1360	0.02013571733
1361	0.02010535702
1362	0.02007462485
1363	0.02006432184
1364	0.02004367206
1365	0.0200370623
1366	0.02001810346
1367	0.01998243546
1368	0.01996146147
1369	0.01993015889
1370	0.01989567003
1371	0.01987132348
1372	0.01986359731
1373	0.01984470869
1374	0.01982775131
1375	0.01980021991
1376	0.01977429607
1377	0.01975125417
1378	0.01973925052
1379	0.01972235447
1380	0.0197118017
1381	0.01970342325
1382	0.01969516408
1383	0.01967819916
1384	0.0196464874
1385	0.01963208997
1386	0.01960501095
1387	0.01957653898
1388	0.01956023711
1389	0.0195434436
1390	0.01952908332
1391	0.01951557144
1392	0.01949995214
1393	0.01949389819
1394	0.01947249026
1395	0.01944813905
1396	0.01942539582
1397	0.01940738435
1398	0.01939987911
1399	0.01939481871
1400	0.01937992224
1401	0.01937203223
1402	0.01935961386
1403	0.01934632779
1404	0.01934113646
1405	0.01933542843
1406	0.01932571671
1407	0.01930605566
1408	0.01927038818
1409	0.01925883726
1410	0.0192486871
1411	0.01924192158
1412	0.01921640486
1413	0.01919465433
1414	0.01917522305
1415	0.01914735836
1416	0.0191404942
1417	0.01911057798
1418	0.01909339413
1419	0.01906881179
1420	0.01904806714
1421	0.0190401926
1422	0.01903104823
1423	0.01902112205
1424	0.01901072689
1425	0.01898406693
1426	0.01895334455
1427	0.01893092677
1428	0.01890628559
1429	0.01889115437
1430	0.01886832584
1431	0.01886071982
1432	0.01883428202
1433	0.0188181287
1434	0.01879930358
1435	0.01878988589
1436	0.01877071423
1437	0.01874501377
1438	0.01873392489
1439	0.01872283501
1440	0.01870732241
1441	0.01870180883
1442	0.01868408995
1443	0.01866313815
1444	0.0186526739
1445	0.01864698979
1446	0.01863295852
1447	0.01862022331
1448	0.01859103329
1449	0.01856839506
1450	0.01855430426
1451	0.01853501917
1452	0.01850947814
1453	0.01850465787
1454	0.01849658328
1455	0.01848766866
1456	0.01846135992
1457	0.01844967284
1458	0.01843428674
1459	0.01842009134
1460	0.0184059589
1461	0.01839061494
1462	0.01838700299
1463	0.0183709774
1464	0.01836479947
1465	0.01835210819
1466	0.01833857147
1467	0.01832073678
1468	0.01830930152
1469	0.01830119006
1470	0.01828553943
1471	0.01826389858
1472	0.01824795111
1473	0.01823251872
1474	0.01821283324
1475	0.01820808827
1476	0.01819317287
1477	0.01817980907
1478	0.01816787186
1479	0.01815359724
1480	0.01814666605
1481	0.01813848254
1482	0.01812885086
1483	0.01811725886
1484	0.01811281388
1485	0.01809687087
1486	0.01809075328
1487	0.01808311694
1488	0.0180701665
1489	0.01806508341
1490	0.01805001019
1491	0.01802935109
1492	0.0180091933
1493	0.01800732736
1494	0.01798789906
1495	0.01796933049
1496	0.01795696441
1497	0.01794968949
1498	0.01792709691
1499	0.01792023662
